track.name,track.artist,category,track.duration_ms
Stick Season,Noah Kahan,Pop,182346
Sweater Weather,The Neighbourhood,Pop,240400
Heather,Conan Gray,Pop,198040
Feather,Sabrina Carpenter,Pop,185552
we fell in love in october,girl in red,Pop,184153
Car's Outside,James Arthur,Pop,248373
SNAP,Rosa Linn,Pop,179551
Chemical,Post Malone,Pop,184013
golden hour,JVKE,Pop,209259
Late Night Talking,Harry Styles,Pop,177954
This Town,Niall Horan,Pop,232852
Back On 74,Jungle,Pop,209482
Got Me Started,Troye Sivan,Pop,198448
logical,Olivia Rodrigo,Pop,231907
Hell N Back,Bakar,Pop,213573
Satellite,Harry Styles,Pop,218577
"Everywhere, Everything (with Gracie Abrams)",Noah Kahan,Pop,257668
Forget Me,Lewis Capaldi,Pop,203666
Solo,Myles Smith,Pop,199756
ITALODISCO,The Kolors,Pop,199512
How Do I Say Goodbye,Dean Lewis,Pop,163603
Real Love Baby,Father John Misty,Pop,189293
Jaded,Miley Cyrus,Pop,185933
something to remember,Matt Hansen,Pop,162224
BLEED,The Kid LAROI,Pop,169990
Radio,Lana Del Rey,Pop,214586
Kiss Me,Dermot Kennedy,Pop,229436
My Home,Myles Smith,Pop,206250
Broken,Isak Danielson,Pop,216338
she's all i wanna be,Tate McRae,Pop,206772
Meltdown,Niall Horan,Pop,153037
LOVE AGAIN,The Kid LAROI,Pop,146640
Maybe My Soulmate Died,iamnotshane,Pop,114375
Living In A Haze,Milky Chance,Pop,173369
Where do we go now?,Gracie Abrams,Pop,243599
Part Of Me,Cian Ducrot,Pop,202193
people pleaser,Cat Burns,Pop,146654
The Roads,Jonah Kagen,Pop,250597
Blame Brett,The Beaches,Pop,176005
You Could Start A Cult (with Lizzy McAlpine),Niall Horan,Pop,194869
Ein Traum,Bosse,Pop,169500
What a Feeling,One Direction,Pop,200533
Anyone For You (Tiger Lily),George Ezra,Pop,187682
nie wieder normal,CRO,Pop,197618
Sunday,Dermot Kennedy,Pop,178746
Maybe October,Dekker,Pop,164195
June,BECKS,Pop,164840
All 4 Nothing (I'm So In Love),Lauv,Pop,183014
American Town,Ed Sheeran,Pop,197976
There It Goes,Maisie Peters,Pop,225266
Happy,Bukahara,Pop,207573
House On Fire,Mimi Webb,Pop,140803
Synchronize,Milky Chance,Pop,164576
Egoist,JEREMIAS,Pop,198448
Dive,Olivia Dean,Pop,200759
Somebody Like You,Giant Rooks,Pop,200266
20s,Bow Anderson,Pop,184457
More To This Life,Max Giesinger,Pop,200840
Wet Dream,Wet Leg,Pop,140083
Rimini,ENNIO,Pop,174546
Head on Fire,Griff,Pop,188645
Softly,Arlo Parks,Pop,188780
Looks Like Me,Dean Lewis,Pop,190527
Bedroom Exile,Giant Rooks,Pop,198970
Forget Somebody,Tom Gregory,Pop,163316
Ordinary Love,Roosevelt,Pop,263349
The Night We Met (feat. Phoebe Bridgers),Lord Huron,Pop,209081
Falling Asleep At The Wheel,Holly Humberstone,Pop,203247
It's Been a Little Heavy Lately,Joesef,Pop,221873
greedy,Tate McRae,Pop,131872
As It Was,Harry Styles,Pop,167303
Flowers,Miley Cyrus,Pop,200600
Houdini,Dua Lipa,Pop,185917
I Ain't Worried,OneRepublic,Pop,148485
Tattoo,Loreen,Pop,183374
Lil Boo Thang,Paul Russell,Pop,114233
SNAP,Rosa Linn,Pop,179551
Shivers,Ed Sheeran,Pop,207853
Single Soon,Selena Gomez,Pop,171655
Cold Heart - PNAU Remix,Elton John,Pop,202735
Baby Don't Hurt Me,David Guetta,Pop,140017
Gimme Love,Sia,Pop,177921
Bad Habits,Ed Sheeran,Pop,230746
On My Love,Zara Larsson,Pop,222911
Belly Dancer,Imanbek,Pop,151475
Forget Me,Lewis Capaldi,Pop,203666
ITALODISCO,The Kolors,Pop,199512
Can't Tame Her,Zara Larsson,Pop,196939
Is It Love,Loreen,Pop,143669
The Feeling,Lost Frequencies,Pop,153449
Acapulco,Jason Derulo,Pop,139672
Celestial,Ed Sheeran,Pop,209026
Gold,Loi,Pop,170370
Kiss Me,Dermot Kennedy,Pop,229436
Green Green Grass,George Ezra,Pop,167613
I Can Feel,Leony,Pop,173360
Something On My Mind,Purple Disco Machine,Pop,216774
you were there for me,Henry Moodie,Pop,195365
Stumblin' In,CYRIL,Pop,213363
Waterfall,Michael Schulte,Pop,137999
Living In A Haze,Milky Chance,Pop,173369
Heavy Metal Love,twocolors,Pop,132000
Auf & Ab,Montez,Pop,165476
I Believe,KAMRAD,Pop,147007
Do It Again,Ray Dalton,Pop,175671
people pleaser,Cat Burns,Pop,146654
Wildberry Lillet,Nina Chuba,Pop,132000
Feel Alive,KAMRAD,Pop,148116
Samba,YouNotUs,Pop,147818
Maybe You’re The Problem,Ava Max,Pop,190318
Ein Traum,Bosse,Pop,169500
Eyes On You,Nicky Youre,Pop,177371
Young Right Now,Robin Schulz,Pop,186140
Anyone For You (Tiger Lily),George Ezra,Pop,187682
My Love Mine All Mine,Mitski,Pop,137773
Say Yes To Heaven,Lana Del Rey,Pop,209156
Atlantis,Seafret,Pop,229173
ceilings,Lizzy McAlpine,Pop,182887
hotline (edit),Billie Eilish,Pop,60719
Where's My Love,SYML,Pop,202000
Black Friday,Tom Odell,Pop,221510
Space Song,Beach House,Pop,320466
Anchor,Novo Amor,Pop,257533
Nervous,The Neighbourhood,Pop,245000
labour,Paris Paloma,Pop,237744
this is what autumn feels like,JVKE,Pop,219909
Billie Bossa Nova,Billie Eilish,Pop,196730
THIS YEAR (Blessings),Victor Thompson,Pop,126206
go,Cat Burns,Pop,215000
Stay,Gracie Abrams,Pop,177152
hostage,Billie Eilish,Pop,229425
Butterflies,MAX,Pop,191250
Stockholmsvy,Hannes,Pop,161396
Head In The Clouds,Hayd,Pop,184559
Slipping Away,LEISURE,Pop,235506
Best Day Of My Life,Tom Odell,Pop,146895
Let Me Love You Like A Woman,Lana Del Rey,Pop,200661
Swan Upon Leda,Hozier,Pop,222026
Friday Night,orbit,Pop,229253
Hu Man,Greentea Peng,Pop,203240
The Best Part,gardenstate,Pop,250000
she goes,zeck,Pop,189706
Jessie (i miss you),Fred again..,Pop,197748
Everything,Gotts Street Park,Pop,215573
Deep End,Holly Humberstone,Pop,171662
low down,venbee,Pop,182923
Song For You,Rhye,Pop,238666
Trade it for the Night,HAEVN,Pop,290986
New Normal,Khalid,Pop,198765
Hallo,Ivo Martin,Pop,120732
Eugene,Arlo Parks,Pop,221804
Kahan (last year),Fred again..,Pop,216000
Bittersweet - Radio Edit,Lianne La Havas,Pop,236640
ARE YOU WITH ME,ClockClock,Pop,167338
Calico,Haux,Pop,231000
All Again,Wallners,Pop,258505
Two Thirds,Childe,Pop,206546
Oceanside,Dennis Lloyd,Pop,167826
Confidant,Blakey,Pop,215239
Addicted,Jorja Smith,Pop,204174
Slow Dancing,Aly & AJ,Pop,267880
Coffee Shop,flowerovlove,Pop,124080
Call Me A Dreamer,Kings Elliot,Pop,228798
Bound,RY X,Pop,298213
Airplanes,Tomas Ferdinand,Pop,157232
Outgrown,Monolink,Pop,274138
My Love Mine All Mine,Mitski,Pop,137773
vampire,Olivia Rodrigo,Pop,219724
Daylight,David Kushner,Pop,212953
Apocalypse,Cigarettes After Sex,Pop,290616
Romantic Homicide,d4vd,Pop,132630
Mockingbird,Eminem,Pop,250760
Heather,Conan Gray,Pop,198040
Something in the Orange,Zach Bryan,Pop,228013
august,Taylor Swift,Pop,261922
Here With Me,d4vd,Pop,242484
Say Yes To Heaven,Lana Del Rey,Pop,209156
Let Me Down Slowly,Alec Benjamin,Pop,169353
Angels Like You,Miley Cyrus,Pop,196453
In The Stars,Benson Boone,Pop,216410
Atlantis,Seafret,Pop,229173
ceilings,Lizzy McAlpine,Pop,182887
you broke me first,Tate McRae,Pop,169265
Cry,Cigarettes After Sex,Pop,256799
TV,Billie Eilish,Pop,281380
Jocelyn Flores,XXXTENTACION,Pop,119133
Nobody Gets Me,SZA,Pop,180853
drivers license,Olivia Rodrigo,Pop,242013
Without Me,Halsey,Pop,201660
Glimpse of Us,Joji,Pop,233456
death bed (coffee for your head),Powfu,Pop,173333
Wish You The Best,Lewis Capaldi,Pop,210880
Train Wreck,James Arthur,Pop,208826
Black Friday,Tom Odell,Pop,221510
The Night We Met,Lord Huron,Pop,208211
traitor,Olivia Rodrigo,Pop,229226
Right Now,One Direction,Pop,200400
i'm yours,Isabel LaRosa,Pop,145667
the grudge,Olivia Rodrigo,Pop,189386
It's You,Ali Gatie,Pop,212606
Fourth of July,Sufjan Stevens,Pop,279316
Work Song,Hozier,Pop,229720
that way,Tate McRae,Pop,175026
WASTE,Kxllswxtch,Pop,120428
"I miss you, I’m sorry",Gracie Abrams,Pop,167538
"Living Life, In The Night",Cheriimoya,Pop,122517
How Do I Say Goodbye,Dean Lewis,Pop,163603
Summertime Sadness,Lana Del Rey,Pop,264773
Amour plastique,Videoclub,Pop,225040
labour,Paris Paloma,Pop,237744
Meet you at the Graveyard,Cleffy,Pop,172137
hostage,Billie Eilish,Pop,229425
Happiest Year,Jaymes Young,Pop,228442
GHOST TOWN,Benson Boone,Pop,193733
blame's on me,Alexander Stewart,Pop,138374
Teenage Dream,Stephen Dawes,Pop,178000
If You Want Love,NF,Pop,199386
The Feels,Labrinth,Pop,197465
Motion Picture Soundtrack,Cigarettes After Sex,Pop,299613
I GUESS I'M IN LOVE,Clinton Kane,Pop,204093
Dead Man,David Kushner,Pop,274870
ur so pretty,Wasia Project,Pop,132000
Intrusive Thoughts,Natalie Jane,Pop,201058
I'll Be Waiting,Cian Ducrot,Pop,172547
My Mind & Me,Selena Gomez,Pop,147597
Broken,Isak Danielson,Pop,216338
People Help the People,Birdy,Pop,256236
Flowers,Lauren Spencer Smith,Pop,157373
While You're At It,Jessie Murph,Pop,127293
Elastic Heart,Sia,Pop,257200
That Part,Lauren Spencer Smith,Pop,174052
The Wisp Sings,Winter Aid,Pop,313252
drunk text me,Lexi Jayde,Pop,213133
summer depression,girl in red,Pop,151693
A Soulmate Who Wasn’t Meant to Be,Jess Benko,Pop,316556
Lose Control,Teddy Swims,Pop,210688
Burn,Tom Walker,Pop,143407
Intrusive Thoughts,Natalie Jane,Pop,201058
I Won't Let You Go,James Morrison,Pop,229303
if you only knew,Alexander Stewart,Pop,162146
Love Somebody,Moncrieff,Pop,177453
Am I Enough,Loi,Pop,167920
Dreaming,Marshmello,Pop,170261
Call It Love,Picture This,Pop,176000
Run Away to Mars,TALK,Pop,213753
Memory Lane,Zara Larsson,Pop,192133
Sleepwalking,James Arthur,Pop,228376
Face in the Crowd,Freya Ridings,Pop,204503
Good To Be,Mark Ambor,Pop,147166
Confetti,Charlotte Cardin,Pop,183635
Stand Still,Jack Curley,Pop,181609
Gimme Love,Sia,Pop,177921
Toxic,AnnenMayKantereit,Pop,269952
High,Stephen Sanchez,Pop,161567
It Is What It Is,Jenna Raine,Pop,146769
Freaking Out,Tom Walker,Pop,145420
Giants,Declan J Donovan,Pop,170893
Young Men,Moncrieff,Pop,192453
Weiche Kissen,Kontra K,Pop,180173
Never Get Over You,Mikolas Josef,Pop,220783
At Your Worst,Calum Scott,Pop,167201
Stick Season,Noah Kahan,Pop,182346
Part Of Me,Cian Ducrot,Pop,202193
Seasons,Thirty Seconds To Mars,Pop,166148
Solo,Myles Smith,Pop,199756
Children of the Sky (a Starfield song),Imagine Dragons,Pop,207611
nie wieder normal,CRO,Pop,197618
something to remember,Matt Hansen,Pop,162224
On My Love,Zara Larsson,Pop,222911
All The Boys,Bea and her Business,Pop,151906
Anywhere for You,BANNERS,Pop,192943
Sunday,Dermot Kennedy,Pop,178746
Got Me Started,Troye Sivan,Pop,198448
That Part,Lauren Spencer Smith,Pop,174052
Trust Me Mate,Dean Lewis,Pop,178408
Love Should Be Easy,Zoe Wees,Pop,202520
2 Minuten,Berq,Pop,120102
know that you're not alone,Cat Burns,Pop,176431
LALA,Myke Towers,Pop,197920
As It Was,Harry Styles,Pop,167303
Flowers,Miley Cyrus,Pop,200600
(It Goes Like) Nanana - Edit,Peggy Gou,Pop,231545
Baby Don't Hurt Me,David Guetta,Pop,140017
Rush,Troye Sivan,Pop,156391
Casanova,Soolking,Pop,189090
Me Gustas Tu,Manu Chao,Pop,239986
If We Ever Broke Up,Mae Stephens,Pop,142758
One in a Million,Bebe Rexha,Pop,160529
Giving Me,Jazzy,Pop,169000
ITALODISCO,The Kolors,Pop,199512
Can't Tame Her,Zara Larsson,Pop,196939
The Feeling,Lost Frequencies,Pop,153449
Charm,Rema,Pop,204750
Big Jet Plane,Restricted,Pop,150000
Makeba,Jain,Pop,248986
Je M'appelle,Benzz,Pop,139574
Phone,MEDUZA,Pop,155076
Clouds,BUNT.,Pop,158760
Drinkin',Joel Corry,Pop,149545
Waterfall,Michael Schulte,Pop,137999
Living In A Haze,Milky Chance,Pop,173369
All For Love,Felix Jaehn,Pop,166666
Feel Alive,KAMRAD,Pop,148116
You Only Love Me,Rita Ora,Pop,149226
Do It Again,Ray Dalton,Pop,175671
Samba,YouNotUs,Pop,147818
Side Effects,Becky Hill,Pop,153742
Ein Traum,Bosse,Pop,169500
Eyes On You,Nicky Youre,Pop,177371
Good Life,FAST BOY,Pop,196224
We Are The People - southstar Remix,Empire of the Sun,Pop,236068
Slow Low,Jason Derulo,Pop,184364
June,BECKS,Pop,164840
Chemical,Post Malone,Pop,184004
One with the Wolves,Robin Schulz,Pop,180213
Mangos mit Chili,Nina Chuba,Pop,134887
Shut Me Up,Nicky Youre,Pop,141218
Holding On,Leony,Pop,172500
Tuff Cookie,Peter Fox,Pop,166109
Glad U Came,Jason Derulo,Pop,178080
Somewhere in Between,Leony,Pop,156475
Cruel Summer,Taylor Swift,Pop,178426
Ghost,Justin Bieber,Pop,153190
Cold Heart - PNAU Remix,Elton John,Pop,202735
Cupid - Twin Ver.,FIFTY FIFTY,Pop,174253
Satellite,Harry Styles,Pop,218577
If We Have Each Other,Alec Benjamin,Pop,181522
My Universe,Coldplay,Pop,228000
Hits Different,Taylor Swift,Pop,234466
NO,Meghan Trainor,Pop,213506
Love Again,Dua Lipa,Pop,258004
It Is What It Is,Jenna Raine,Pop,146769
Eyes On You,Nicky Youre,Pop,177371
Nights Like This,St. Lundi,Pop,190326
Sink,Noah Kahan,Pop,225893
Over,ClockClock,Pop,169949
Walk,Griff,Pop,152894
Good Without,Mimi Webb,Pop,182121
If Anything's Left,Jamie Fine,Pop,174915
Better Days,Dermot Kennedy,Pop,198221
Lost,Blake Rose,Pop,234623
Lease On Life,Andy Grammer,Pop,168162
Habit,Laurell,Pop,180640
20s,Bow Anderson,Pop,184457
Red Flags,Mimi Webb,Pop,141971
Changes,Nico Santos,Pop,169866
Black Hole,Griff,Pop,200523
miss me (when you're gone),Will Linley,Pop,184915
Ghost of You,Mimi Webb,Pop,158063
Pretty Boys,Caity Baser,Pop,140309
Jim Carrey,Charlotte Cardin,Pop,183195
Steht Mir,CRO,Pop,165666
Flugmodus,Clueso,Pop,178120
I Made It,Tones And I,Pop,269538
Change Your Mind,ELI,Pop,173675
Thrill Of It All,Berre,Pop,203603
Small Steps,Tom Gregory,Pop,166991
Mirror,Sigrid,Pop,156167
Leap Of Faith,Christopher,Pop,217713
Faded Love,Leony,Pop,148345
Wishing Girl,Lola Marsh,Pop,192613
Best You Ever Had,Kita Alexander,Pop,167313
Last Call,Jamie Miller,Pop,151307
Stay,Michael Schulte,Pop,172066
Wild Stare,Giant Rooks,Pop,194480
Sweethoneylove,Baba Blakes,Pop,150540
Psycho,Maisie Peters,Pop,184640
Not Ready,Myle,Pop,180118
How Many Moons,LUI HILL,Pop,183635
Remember Me,Michael Schulte,Pop,214383
Another Love,Tom Odell,Pop,244360
Angels Like You,Miley Cyrus,Pop,196453
ceilings,Lizzy McAlpine,Pop,182887
Fix You,Coldplay,Pop,295533
Eyes Closed,Ed Sheeran,Pop,194848
Wish You The Best,Lewis Capaldi,Pop,210880
Hold On,Chord Overstreet,Pop,198853
You Are The Reason,Calum Scott,Pop,204326
Love Is Gone - Acoustic,SLANDER,Pop,176971
Arcade,Duncan Laurence,Pop,183624
Waves,Dean Lewis,Pop,240013
Happiest Year,Jaymes Young,Pop,228442
Control,Zoe Wees,Pop,230880
GHOST TOWN,Benson Boone,Pop,193733
Fingers Crossed,Lauren Spencer Smith,Pop,175344
i wish you cheated,Alexander Stewart,Pop,190626
Hold My Hand,Lady Gaga,Pop,225300
Let Somebody Go,Coldplay,Pop,241595
birthday cake,Dylan Conrique,Pop,205280
People Help the People,Birdy,Pop,256236
Visiting Hours,Ed Sheeran,Pop,215506
Elastic Heart,Sia,Pop,257200
I Won't Let You Go,James Morrison,Pop,229303
drunk text me,Lexi Jayde,Pop,213133
see you later (ten years),Jenna Raine,Pop,188160
closure,Henry Moodie,Pop,183566
Never Ever Love a Liar,Bea and her Business,Pop,165746
Falling Like The Stars,James Arthur,Pop,212720
Days Like This,Dermot Kennedy,Pop,149803
Blinding Lights,Loi,Pop,147368
True Colours,Tom Odell,Pop,143706
Avant toi,Vitaa,Pop,223800
Crazier Things (with Noah Kahan),Chelsea Cutler,Pop,264584
Born To Be Alive,Bea and her Business,Pop,157068
Walked Through Hell,Anson Seabra,Pop,216864
Back to Friends,Lauren Spencer Smith,Pop,215980
I Lost Myself In Loving You,Jamie Miller,Pop,201306
Innocence and Sadness,Dermot Kennedy,Pop,252657
slower,Tate McRae,Pop,187629
Love You Still (abcdefu romantic version),Tyler Shaw,Pop,150173
Good Stuff,Griff,Pop,193266
Medicine,James Arthur,Pop,208906
love is just a word,Jasmine Thompson,Pop,226954
ROOM FOR 2,Benson Boone,Pop,151500
Biblical,Calum Scott,Pop,229673
Deep End,Holly Humberstone,Pop,171662
Goodbye,Mimi Webb,Pop,184167
Emily,James Arthur,Pop,201657
Sweetest Thing,Allman Brown,Pop,218502
Love You More,Ashley Kutcher,Pop,169765
sometimes,Camylio,Pop,156617
ceilings,Lizzy McAlpine,Pop,182887
Northern Attitude (with Hozier),Noah Kahan,Pop,267256
Straight and Narrow,Sam Barber,Pop,199874
Good To Be,Mark Ambor,Pop,147166
Little Do You Know,Alex & Sierra,Pop,185200
My Home,Myles Smith,Pop,206250
Stay,Gracie Abrams,Pop,177152
Lost In The Light,Bahamas,Pop,236720
Look At Us Now (Honeycomb),Daisy Jones & The Six,Pop,332386
Cigarettes,David Kushner,Pop,174186
reckless driving,Lizzy McAlpine,Pop,189247
Sink,Noah Kahan,Pop,225893
Runaway,Ziggy Alberts,Pop,272733
You,Miley Cyrus,Pop,179426
Love Survive,Michael Nau,Pop,168345
Walked Through Hell,Anson Seabra,Pop,216864
Rockland,Gracie Abrams,Pop,217368
Home,Hollow Coves,Pop,202440
broken,Jonah Kagen,Pop,195400
Closer to Fine,Indigo Girls,Pop,241600
all my ghosts,Lizzy McAlpine,Pop,197032
Like Gold,Vance Joy,Pop,224400
Yellow Eyes,Rayland Baxter,Pop,230786
Call Me When You Land,Old Sea Brigade,Pop,287623
Deep End,Holly Humberstone,Pop,171662
Grenadine,Oliver Hazard,Pop,207706
We Were Never Really Friends,Bruno Major,Pop,204325
A closeness,Dermot Kennedy,Pop,251173
Soul Mate,flora cash,Pop,237780
Sweetest Thing,Allman Brown,Pop,218502
Alibi,Jordan Mackampa,Pop,228473
don't get caught up,Ziggy Alberts,Pop,218999
Radio,Paolo Nutini,Pop,262871
Without Your Love,The Paper Kites,Pop,210725
Tell Her,Bruno Major,Pop,163210
Middle Of Nowhere,Vancouver Sleep Clinic,Pop,402654
Celeste,Ezra Vine,Pop,203309
Hot Heavy Summer,Ben Howard,Pop,229291
Blind Spot,Maddie Zahm,Pop,201008
Black Car,Joy Oladokun,Pop,171700
Ready to Go,Noah Cyrus,Pop,187759
Thirteen Thirtyfive,Dillon,Pop,223085
Talk About It,Jake Isaac,Pop,225000
falling,Amistat,Pop,206954
Rivers,The Tallest Man On Earth,Pop,236853
Forget About Us,Albin Lee Meldau,Pop,196359
"I Know, I Know",Dekker,Pop,180619
Lost in a Haze,Stu Larsen,Pop,185962
Hurricane,James Vincent McMorrow,Pop,266706
Waiting Here,Jake Isaac,Pop,234240
An Opening,Charlie Cunningham,Pop,231186
Albert Camus,Tom Rosenthal,Pop,200558
Heart and Soul,David Gray,Pop,260226
The Other Side,Ed Prosek,Pop,233307
Matchbox,Ashley Kutcher,Pop,211310
Question It All,Lucy Rose,Pop,242854
The Stranger,Ingrid Andress,Pop,191906
Care for Your Mother,Jordan Mackampa,Pop,253006
Beautiful Life,The Collection,Pop,255456
Lonely Bones,dodie,Pop,184532
As It Is,Matilda Mann,Pop,184301
Colors,Emmit Fenn,Pop,191227
Running Away,Genevieve Stokes,Pop,186706
Keeping The Light On,Joy Oladokun,Pop,223628
Missing You Sucks,Clara Mae,Pop,178024
Cacio e Pepe,Emilio,Pop,198560
Ja sagen,Hava,Pop,165000
Sorry Mama Papa,Florentina,Pop,153696
Weiche Kissen,Kontra K,Pop,180173
Geiles Life,Vanessa Mai,Pop,157230
Du bist was besseres,Senta,Pop,138867
Mangos mit Chili,Nina Chuba,Pop,134887
Komet,Udo Lindenberg,Pop,167356
Sag deinem Ex,JONA,Pop,123000
Jeden Tag mehr,Montez,Pop,164936
Summertime,Kontra K,Pop,195465
Sunshine,1986zig,Pop,130733
Wildberry Lillet,Nina Chuba,Pop,131999
Liebesbeweis,KATI K,Pop,141584
Wenn du da bist,Fabian Wegerer,Pop,169500
schon okay,TJARK,Pop,166586
Bessere Version,Florentina,Pop,152156
June,BECKS,Pop,164840
Mascara,KATI K,Pop,136423
Bestie,DUEJA,Pop,160040
Muss dir was sagen,ELEHA,Pop,152000
BESTER TEIL,KAYEF,Pop,122280
Aperol im Glas,LEA,Pop,129845
Bis zu den Sternen,Alexander Eder,Pop,152225
Wenn du weinst,Berq,Pop,202426
Kippe,ENNIO,Pop,159150
Egoist,JEREMIAS,Pop,198448
schon okay,TJARK,Pop,166586
Zuhause,Fynn Kliemann,Pop,197887
Auf & Ab - Piano Version,Montez,Pop,187093
Meine Soldaten,Maxim,Pop,206413
Sommer Mit Dir,KAFFKIEZ,Pop,178369
Swimmingpool,Marie Bothmer,Pop,132080
Als du gingst,Lina Maly,Pop,222891
99 Probleme,Madeline Juno,Pop,213973
Was habt ihr gedacht - Piano Version,Wincent Weiss,Pop,108000
Die Reise,Max Giesinger,Pop,228693
Liegen ist Frieden,Elen,Pop,203573
Ein letztes Liebeslied,Marlo Grosshardt,Pop,189966
Mut,Alexa Feser,Pop,249124
Regen,Fynn Kliemann,Pop,224003
Wieder genauso,Udo Lindenberg,Pop,203142
Ja sagen,Hava,Pop,165000
Herz gegen Verstand (Love Is Gone),YBRE,Pop,163035
Superstars,Jazeek,Pop,139234
Sunshine,1986zig,Pop,130733
Licht aus,DANO,Pop,135697
mailbox,Dardan,Pop,174500
Sorry Mama Papa,Florentina,Pop,153696
PA MU,Dhurata Dora,Pop,183964
Kein Licht,CIVO,Pop,143285
VERBOTENE LIEBE,Lune,Pop,160914
Du,Best Twinz,Pop,112615
Broken Promises,Teven,Pop,111515
Sag deinem Ex,JONA,Pop,123000
Fuck Love,Samo104,Pop,181500
Number One,Jazeek,Pop,148860
VERGESSEN,Nisa,Pop,157067
Let me love you,EstA,Pop,167889
Egal (Na na na),Momo Chahine,Pop,143254
Happy Birthday,SANNA,Pop,216421
Bist du noch hier?,Joshua47,Pop,139322
Bist du da,PA Sports,Pop,189232
Bestie,DUEJA,Pop,160040
Muss dir was sagen,ELEHA,Pop,152000
Alles wird gut,Melo614,Pop,170866
Leiser,LEA,Pop,206000
Was du Liebe nennst,Bausa,Pop,203630
Grund genug,Madeline Juno,Pop,201863
Astronaut,Sido,Pop,238226
80 Millionen,Max Giesinger,Pop,216560
So wie du bist,MoTrip,Pop,268426
Willst du,Alligatoah,Pop,218964
Einmal um die Welt,CRO,Pop,142462
Pocahontas,AnnenMayKantereit,Pop,185230
Lieder,Adel Tawil,Pop,227520
Auf uns,Andreas Bourani,Pop,240600
Augenbling,Seeed,Pop,216727
Traum,CRO,Pop,195548
Bye Bye,CRO,Pop,204120
Wenn du tanzt,Von Wegen Lisbeth,Pop,230413
Musik,KAYEF,Pop,162106
Hi Babe,Juju,Pop,145404
Easy,CRO,Pop,172208
Deine Mutter,Kool Savas,Pop,183349
Hoch,Tim Bendzko,Pop,168253
Zuhause,Fynn Kliemann,Pop,197887
Ticket,Seeed,Pop,227933
Im Ascheregen,Casper,Pop,299026
Vincent,Sarah Connor,Pop,283200
Nur noch kurz die Welt retten,Tim Bendzko,Pop,191373
Meine Soldaten,Maxim,Pop,206413
Wem du's heute kannst besorgen,Faber,Pop,181666
Mary,Bausa,Pop,158282
Kein Plan,Loredana,Pop,155017
Letzte Liebe,Prinz Pi,Pop,214506
Dein Hurra,Bosse,Pop,197266
Wie im Traum,Ardian Bujupi,Pop,206053
Die Reise,Max Giesinger,Pop,228693
"1,40m",Prinz Pi,Pop,259109
Schwung in die Kiste,Die Orsons,Pop,242733
Tag ein Tag aus,MAJAN,Pop,184266
Louis Louis,Kay One,Pop,217600
Bei Dir,KUMMER,Pop,222642
Schatten ohne Licht,Madeline Juno,Pop,221880
Was uns high macht,Provinz,Pop,192293
Haus am See,Peter Fox,Pop,216000
Die Eine 2005,Die Firma,Pop,206560
An Tagen wie diesen,Fettes Brot,Pop,241666
Das Beste,Silbermond,Pop,284546
Monsta,Culcha Candela,Pop,196120
Alles neu,Peter Fox,Pop,260093
Oh Jonny,Jan Delay,Pop,219013
Allein Allein,Polarkreis 18,Pop,240253
Eigentlich wollte er nie ein Liebeslied schreiben,SDP,Pop,195970
Troy,Die Fantastischen Vier,Pop,269840
Klar,Jan Delay,Pop,295440
Prinzesschen,LaFee,Pop,258466
All 4 One,Kool Savas,Pop,213813
Wo willst du hin?,Xavier Naidoo,Pop,258146
Hast du Lust?,Michelle,Pop,198533
Mein Ding,Udo Lindenberg,Pop,265586
Head Down,Lost Frequencies,Pop,173888
if you only knew,Alexander Stewart,Pop,162146
Dance Alone,Preston Pablo,Pop,184000
Amen,RANI,Pop,210000
hurt my feelings,Tate McRae,Pop,122416
The End,Tom Odell,Pop,205634
I Sent My Therapist To Therapy,Alec Benjamin,Pop,180923
I Can’t Be The Only One,SERA,Pop,171165
Sleepwalking,James Arthur,Pop,228376
Japanese Cafe,Katelyn Tarver,Pop,160680
One Way Flight,Aloe Blacc,Pop,139618
Save My Soul,Jonah Kagen,Pop,190053
run for the hills,Tate McRae,Pop,143940
Eras Of Us,FLETCHER,Pop,168668
Fragile Thing,Winona Oak,Pop,168561
Closer Than This,Jimin,Pop,223302
Heaven,CARYS,Pop,145154
july,Lyn Lapid,Pop,165026
Nice Guys Finish Last,Robert Grace,Pop,156653
grave,Tate McRae,Pop,193159
All I Do Is Try,Anthonia Edwards,Pop,203256
girl in new york,Nessa Barrett,Pop,177140
Monsters,clide,Pop,168763
Truth or Dare,Tyla,Pop,190392
Retail Therapy,Cloudy June,Pop,148671
You’re Losing Me (From The Vault),Taylor Swift,Pop,277831
Looking For,Brenn!,Pop,246000
Alien,Nico & Chelsea,Pop,193275
Back For You,Levent Geiger,Pop,159163
QUE CHIMBA DE VIDA,KAROL G,Pop,123351
MERRY GO ROUND,Clinton Kane,Pop,130931
White Glove,Dove Cameron,Pop,150413
Trustfall,Ashley Kutcher,Pop,182110
EDIE CELINE,MAX,Pop,183947
To Be Human,morgxn,Pop,214003
Astronaut,Griff,Pop,215082
I WRITE SONGS ABOUT YOU,Braden Bales,Pop,134060
Disguise,Fred Roberts,Pop,179336
Maybe,Gabriela Bee,Pop,194304
Can of Hurt,salem ilese,Pop,159000
"I Love You, Please Don't Hate Me",Sam Fischer,Pop,186794
i don’t see you (how i used to),Sophie Cates,Pop,174597
