track.name,track.artist,category,track.duration_ms
Don't Start Now,Dua Lipa,Party,183290
Old Town Road,Lil Nas X,Party,113000
BURN IT DOWN,Linkin Park,Party,230253
Diamonds,Rihanna,Party,225146
Starships,Nicki Minaj,Party,210626
Power Over Me,Dermot Kennedy,Party,206960
Stolen Dance,Milky Chance,Party,313626
Don't Call Me Up,Mabel,Party,178480
Every Breath You Take,The Police,Party,253920
Africa,TOTO,Party,295893
I'm Still Standing,Elton John,Party,183440
Running Up That Hill (A Deal With God),Kate Bush,Party,298933
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Party,291293
Tainted Love,Soft Cell,Party,153800
Billie Jean,Michael Jackson,Party,293826
Maneater,Daryl Hall & John Oates,Party,273173
Total Eclipse of the Heart,Bonnie Tyler,Party,267360
Nothing's Gonna Stop Us Now,Starship,Party,270333
Walking On Sunshine,Katrina & The Waves,Party,238733
Never Gonna Give You Up,Rick Astley,Party,213573
Don't You (Forget About Me),Simple Minds,Party,263040
Eye of the Tiger,Survivor,Party,245640
The Boys Of Summer,Don Henley,Party,288733
Come On Eileen,Dexys Midnight Runners,Party,287306
Don't Dream It's Over,Crowded House,Party,236933
Kiss,Prince,Party,226240
Self Control,Laura Branigan,Party,246440
We Didn't Start the Fire,Billy Joel,Party,287733
You Can Call Me Al,Paul Simon,Party,280000
99 Luftballons,Nena,Party,231466
Like a Prayer,Madonna,Party,342680
I'm So Excited,The Pointer Sisters,Party,230640
Forever Young,Alphaville,Party,226706
Rosanna,TOTO,Party,331200
Red Red Wine,UB40,Party,183733
Super Trouper,ABBA,Party,252853
Black Velvet,Alannah Myles,Party,287440
How Will I Know,Whitney Houston,Party,275533
Cold as Ice,Foreigner,Party,200213
End Of The Line,Traveling Wilburys,Party,209520
Tell It to My Heart,Taylor Dayne,Party,220880
Kids In America,Kim Wilde,Party,205533
Down Under,Men At Work,Party,220866
We Belong,Pat Benatar,Party,221133
Dancing On The Ceiling,Lionel Richie,Party,270720
(I've Had) The Time Of My Life,Bill Medley,Party,289066
Moonlight Shadow,Mike Oldfield,Party,218186
Dance Hall Days,Wang Chung,Party,240800
Love Is A Battlefield,Pat Benatar,Party,245400
Wonderful Life,Black,Party,287933
Pass The Dutchie,Musical Youth,Party,205426
Ain't Nobody,Chaka Khan,Party,280853
Rock Me Amadeus,Falco,Party,202236
Rhythm Of The Night,DeBarge,Party,229106
You Win Again,Bee Gees,Party,241400
The Riddle,Nik Kershaw,Party,234840
Sunshine Reggae,Laid Back,Party,257666
The Best,Tina Turner,Party,330253
Dancing Queen,ABBA,Party,230400
Dream On,Aerosmith,Party,267596
I Was Made For Lovin' You,KISS,Party,271240
My Sweet Lord (2014 Remaster),George Harrison,Party,281231
Jolene,Dolly Parton,Party,161533
Down On The Corner,Creedence Clearwater Revival,Party,166280
Daddy Cool,Boney M.,Party,208600
Tiny Dancer,Elton John,Party,377093
My Sharona,The Knack,Party,295400
Chiquitita,ABBA,Party,326320
Bohemian Rhapsody - Remastered 2011,Queen,Party,354320
Crocodile Rock,Elton John,Party,235440
Sunny,Boney M.,Party,242240
Annie's Song,John Denver,Party,180693
Love Really Hurts Without You,Billy Ocean,Party,179013
Fernando,ABBA,Party,252960
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,Party,234866
Rivers of Babylon,Boney M.,Party,261266
More Than A Woman,Bee Gees,Party,196213
Young Hearts Run Free,Candi Staton,Party,248360
Baker Street,Gerry Rafferty,Party,365626
"Knowing Me, Knowing You",ABBA,Party,241920
In the Summertime,Mungo Jerry,Party,211880
Sailing,Rod Stewart,Party,277960
Take The Long Way Home - 2010 Remastered,Supertramp,Party,308853
Let Your Love Flow,The Bellamy Brothers,Party,198760
Love Is in the Air,John Paul Young,Party,208866
It Never Rains in Southern California,Albert Hammond,Party,233506
Stayin' Alive - Edited Version,Bee Gees,Party,92866
Dreadlock Holiday,10cc,Party,267946
Sorry Seems To Be The Hardest Word,Elton John,Party,228933
"Honey, Honey",ABBA,Party,175000
"Hot Stuff - 12"" Version",Donna Summer,Party,407053
Y.M.C.A.,Village People,Party,286666
Rose Garden,Lynn Anderson,Party,175866
One Way Ticket,Eruption,Party,213200
Bright Eyes,Art Garfunkel,Party,238600
Black Magic Woman / Gypsy Queen,Santana,Party,319773
Knock On Wood,Amii Stewart,Party,250520
Ain't No Mountain High Enough,Diana Ross,Party,215200
Vois sur ton chemin - Techno Mix,BENNETT,Party,178156
REACT,Switch Disco,Party,201145
Baby Don't Hurt Me,David Guetta,Party,140017
(It Goes Like) Nanana - Edit,Peggy Gou,Party,231545
ten,Fred again..,Party,181545
Strangers,Kenya Grace,Party,172964
Drinkin',Joel Corry,Party,149545
Little Things x Gypsy Woman - L BEATS MASHUP,Jorja Smith,Party,131000
Cruel Summer - LP Giobbi Remix,Taylor Swift,Party,192900
Rush,Troye Sivan,Party,156391
Padam Padam,Kylie Minogue,Party,166266
Hero,Alan Walker,Party,175271
So Much In Love,D.O.D,Party,178453
RATATA,Skrillex,Party,126774
Beggin',Chris Lake,Party,183397
Lose My Mind,Jamie Jones,Party,181935
Can’t Fight The Feeling,Matroda,Party,171428
Now U Do - Edit,DJ Seinfeld,Party,158882
We Are The People - southstar Remix,Empire of the Sun,Party,236068
Ascend,Dezko,Party,200156
She's On My Mind,Romy,Party,181240
Bel Mercy,Jengi,Party,169606
Where You Are,John Summit,Party,236000
Give It To Me - Full Vocal Mix,Matt Sassari,Party,102860
Giving Me,Jazzy,Party,169000
Clouds,BUNT.,Party,158760
The Feeling,Lost Frequencies,Party,153449
leavemealone,Fred again..,Party,222784
Water,Tyla,Party,191733
She's On My Mind,Romy,Party,181240
BELLYDANCING,INJI,Party,122520
Cruel Summer - LP Giobbi Remix,Taylor Swift,Party,192900
Walked In The Room,Channel Tres,Party,198306
Vois sur ton chemin - Techno Mix,BENNETT,Party,178156
Fall Again,Hayla,Party,206794
Take My Chance,MK,Party,198603
Strangers,Kenya Grace,Party,172964
RIZZ,AYYBO,Party,200787
thicc,Shygirl,Party,222682
Sunshine (My Girl),Wuki,Party,131250
Big FU,David Guetta,Party,161770
Milkshake 20 (Alex Wann Remix),Kelis,Party,176949
You and Me,Amelie Lens,Party,191408
ten,Fred again..,Party,181545
Steady Pace,VTSS,Party,146007
One Of A Kind,Tita Lau,Party,138725
Stranger in Your Living Room - Demo,Philine Sonny,Indie,211533
Anyone But You,Still Woozy,Indie,176000
Pumpkin Soup,Patrick Wolf,Indie,311506
Motion Picture Soundtrack,Cigarettes After Sex,Indie,299613
Love To Walk Away,The Vaccines,Indie,127474
Fight Club,Giant Rooks,Indie,217500
Heading For The Door,Royel Otis,Indie,227200
Night Of The Hunter,The Libertines,Indie,248340
What Love Is,Zimmer90,Indie,220245
Million Years,Sea Girls,Indie,159133
All day,Isaac Delusion,Indie,194960
Emily G,Courting,Indie,347195
Religion for One,Fat White Family,Indie,199727
Water Underground,Real Estate,Indie,206546
"I Know, I Know",Dekker,Indie,180619
West End Girls,Sleaford Mods,Indie,269792
Grace,IDLES,Indie,233320
Spirit,The Killers,Indie,178546
Bei niemand anders,Wanda,Indie,235338
Don't You Want To Sleep With Someone Normal?,Love Fame Tragedy,Indie,228095
GLOOMTOWN BRATS,I DONT KNOW HOW BUT THEY FOUND ME,Indie,193524
Spotlite,Born At Midnite,Indie,156128
Claire De Lune,Haux,Indie,141120
shutting me out,EKKSTACY,Indie,146080
LAUREN,Yot Club,Indie,173956
Snowflake Suzie,Etta Marcus,Indie,220350
Another Moon,M Field,Indie,228106
Tale Of A Man,Teenage Dads,Indie,166076
Simple Truth,GiiRL,Indie,176252
NPC,The Snuts,Indie,167540
The Fight,Future Islands,Indie,267400
Will December Snow?,Wasuremono,Indie,295631
Backwards,Goth Babe,Indie,272695
Cheerleader,carpetgarden,Indie,201776
Make It Home,Matilda Mann,Indie,179309
No!,Benny Sings,Indie,196993
Love Cocoon,Muroki,Indie,203133
If You Had Any Friends,"merci, mercy",Indie,174666
Island,Super Cassette,Indie,179889
Send It To Oslo,Sparky Deathcap,Indie,179606
Hunting Points,Aves,Indie,245488
(WHAT DID YOU EXPECT FROM) SEX WITH A STRANGER,Lynks,Indie,201144
Bubblegum Dog,MGMT,Indie,261760
Everyroad,Parcels,Indie,515886
XTC,DJ Koze,Indie,499258
Looking For Love - Original Version,Karen Ramirez,Indie,233226
It Feels So Good,Sonique,Indie,240866
Looking At The Stars,Sally Shapiro,Indie,325682
Please Don't Go,K.W.S.,Indie,373600
Love at First Sight,Kylie Minogue,Indie,238266
The Trench Coat Museum,Yard Act,Indie,491538
Allaround,Parcels,Indie,296045
Nobody Knows,Pastor T.L. Barrett and the Youth for Christ Choir,Indie,390680
Baltimore,Nina Simone,Indie,278866
Winter Solstice,Phoenix,Indie,236240
LordHenry,Parcels,Indie,332213
Blaues Licht,Kraftklub,Indie,179456
Ein letztes Liebeslied,Marlo Grosshardt,Indie,189966
Alles Nur Gelogen,KAFFKIEZ,Indie,168120
schon okay,JEREMIAS,Indie,191108
Bei niemand anders,Wanda,Indie,235338
Am Ende denk ich immer nur an dich,Element Of Crime,Indie,251813
Es regnet Hirn,OK KID,Indie,201890
Ich sang die ganze Zeit von dir,Tomte,Indie,262573
Ich Muss Gar Nichts,Antje Schomaker,Indie,186357
Wenn Du Springst,MOLA,Indie,177226
Kokain und Himbeereis,Milliarden,Indie,227866
Pisse,Schnipo Schranke,Indie,292010
www she hot,UCHE YARA,Indie,254500
Heavy Objects,Dottie Andersson,Indie,123200
bad news,katya.,Indie,179396
tiramisu,*maliiik,Indie,192693
Das ist alles von der Kunstfreiheit gedeckt,Danger Dan,Indie,228840
ICH WEISS ES NICHT,Mine,Indie,155010
Ein letztes Liebeslied,Marlo Grosshardt,Indie,189966
Es regnet Hirn,OK KID,Indie,201890
Am Rand der Zeit,Olli Schulz,Indie,212509
Schreien!,Paula Carolina,Indie,174960
Wenn Du Springst,MOLA,Indie,177226
Pisse,Schnipo Schranke,Indie,292010
Achtung Fragile,Tropikel Ltd,Indie,147186
Endlich wieder da wo es beginnt,OK KID,Indie,181493
Unique,Yu,Indie,182553
Skandal im Patriarchat,PAULINKO,Indie,202308
Kokain,Apollo Sissi,Indie,176570
Bedroom Exile,Giant Rooks,Indie,198970
Nothing Matters,The Last Dinner Party,Indie,181750
New York,The Kills,Indie,244444
Are You In,My Ugly Clementine,Indie,179876
"Right Here, for Now",Bakar,Indie,180933
Kiss Ur Face Forever,Orla Gartland,Indie,166556
Under The Light,San Cisco,Indie,213853
Sure Enough,Two Door Cinema Club,Indie,171272
Shelter,Alice Phoebe Lou,Indie,197779
Run Away With Me,Cold War Kids,Indie,192654
Find My Way Around,Cassia,Indie,195173
Blame Brett,The Beaches,Indie,176005
Not Strong Enough,boygenius,Indie,234933
The Narcissist,Blur,Indie,245225
Be On Your Way,Daughter,Indie,244772
Weightless,Arlo Parks,Indie,242922
Crazy Again,Gossip,Indie,197877
Afterlife,Temples,Indie,226373
Settled Accounts,We Are Scientists,Indie,221840
Living In A Haze,Milky Chance,Indie,173369
One Chance,Albert Hammond Jr,Indie,227668
The Tower,Future Islands,Indie,216866
Hooves,Sir Chloe,Indie,163026
Drugs,Philine Sonny,Indie,227746
Retina Show - Unreleased Demo,Tame Impala,Indie,322307
All I Ever Asked,Rachel Chinouriri,Indie,215384
One More Night With No One,Vistas,Indie,200147
Flexorcist,The Voidz,Indie,357463
Sofa King,Royel Otis,Indie,196317
Over,CHVRCHES,Indie,217125
Nowhere Game,Patrick Wolf,Indie,271080
My Love Mine All Mine,Mitski,Indie,137773
I Wanna Be Yours,Arctic Monkeys,Indie,183956
Sweater Weather,The Neighbourhood,Indie,240400
Apocalypse,Cigarettes After Sex,Indie,290616
Romantic Homicide,d4vd,Indie,132630
Lovers Rock,TV Girl,Indie,213920
we fell in love in october,girl in red,Indie,184153
ceilings,Lizzy McAlpine,Indie,182887
No Surprises,Radiohead,Indie,229120
"Sex, Drugs, Etc.",Beach Weather,Indie,196784
Always,Daniel Caesar,Indie,225312
Cry,Cigarettes After Sex,Indie,256799
Those Eyes,New West,Indie,220750
Confidence,Ocean Alley,Indie,253076
Blue Hair,TV Girl,Indie,217000
About You,The 1975,Indie,326490
Back On 74,Jungle,Indie,209482
Space Song,Beach House,Indie,320466
Linger,The Cranberries,Indie,274706
I Know You,Faye Webster,Indie,251666
From The Start,Laufey,Indie,169573
Gilded Lily,Cults,Indie,212736
Margaret (feat. Bleachers),Lana Del Rey,Indie,339890
It's Called: Freefall,Rainbow Kitten Surprise,Indie,152293
Glue Song,beabadoobee,Indie,135066
Treehouse,Alex G,Indie,158801
Hell N Back,Bakar,Indie,213573
Christmas Kids,Roar,Indie,135693
Real Love Baby,Father John Misty,Indie,189293
Amour plastique,Videoclub,Indie,225040
labour,Paris Paloma,Indie,237744
Meet you at the Graveyard,Cleffy,Indie,172137
Mama's Boy,Dominic Fike,Indie,155721
"Soldier, Poet, King",The Oh Hellos,Indie,165673
Scott Street,Phoebe Bridgers,Indie,305000
Sarah,Alex G,Indie,176146
Your face,Wisp,Indie,227426
ur so pretty,Wasia Project,Indie,132000
we're all eating each other,Juliet Ivy,Indie,151142
missin something,Zach Templar,Indie,145833
Clay Pigeons,Michael Cera,Indie,186000
bad news,katya.,Indie,179396
My Love Mine All Mine,Mitski,Indie,137773
Vampire Empire,Big Thief,Indie,192127
True Blue,boygenius,Indie,296333
Will Anybody Ever Love Me?,Sufjan Stevens,Indie,249259
Idaho Alien,Youth Lagoon,Indie,203166
drive ME crazy!,Lil Yachty,Indie,229804
Pretty In Possible,Caroline Polachek,Indie,216374
Ribbons,Ryan Beatty,Indie,197653
House Song,Searows,Indie,294189
Sunshine Baby,The Japanese House,Indie,219813
But Not Kiss,Faye Webster,Indie,222555
I've Been In Love,Jungle,Indie,169472
Chosen to Deserve,Wednesday,Indie,332306
Slugs,Slow Pulp,Indie,186466
5 to 8 Hours a Day (WWwaG),L'Rain,Indie,270875
Nadja,Unknown Mortal Orchestra,Indie,246720
Nothing Matters,The Last Dinner Party,Indie,181750
kisses,Slowdive,Indie,237434
Melody Experiment,Blonde Redhead,Indie,310094
worlds greatest emoter,bar italia,Indie,174521
Smog,Indigo De Souza,Indie,194451
This World Couldn’t See Us,Nabihah Iqbal,Indie,219106
Echolalia,Yves Tumor,Indie,180146
Ordinary Love,Roosevelt,Indie,263349
"Right Here, for Now",Bakar,Indie,180933
Contact,Kelela,Indie,240725
Seaforth,King Krule,Indie,245933
Spirit 2.0,Sampha,Indie,289962
To Rage,Daughter,Indie,285839
Cowboy Nudes,Geese,Indie,170537
All We Ever Do Is Talk,Del Water Gap,Indie,226133
To be honest,Christine and the Queens,Indie,221823
sever the blight,hemlocke springs,Indie,174065
Top Dog,Magdalena Bay,Indie,137187
Theatre,Etta Marcus,Indie,179037
i wanna be your right hand,Nemahsis,Indie,148533
Honey,Samia,Indie,203826
The Freedom to Fuck Off,Petey,Indie,242906
Bright Green Vibrant Gray,Helena Deland,Indie,219507
Your face,Wisp,Indie,227426
I Been Young,George Clanton,Indie,299687
911,waterbaby,Indie,172198
All We've Ever Wanted,Palace,Indie,183858
coogie,Dijon,Indie,189514
Prescription,Remi Wolf,Indie,213237
Rice,Young Fathers,Indie,159616
Sweet,feeble little horse,Indie,155458
Lethal,Frost Children,Indie,250136
Crushing,Eartheater,Indie,271733
Hiding Out In The Open,Feist,Indie,201174
Tiny Garden,Jamila Woods,Indie,251991
Kollage,Carly Rae Jepsen,Indie,256528
Bruise,BETWEEN FRIENDS,Indie,179144
Sick,Dominic Fike,Indie,141011
Can I Talk My Shit?,Vagabon,Indie,205173
20191009 I Like Her,Mac DeMarco,Indie,136888
Drop Stop Roll,Rainbow Kitten Surprise,Indie,170788
labour,Paris Paloma,Indie,237744
Knockin - Single Version,MJ Lenderman,Indie,203608
sulky baby,yeule,Indie,278998
Joiner,Blondshell,Indie,239675
Jaguar,Yaeger,Indie,175923
To Love,Suki Waterhouse,Indie,236838
Ring of Past,Men I Trust,Indie,201523
Crushxd,Crumb,Indie,186946
Daddy,Nourished by Time,Indie,246626
Come Over And Love Me,Love Spells,Indie,161266
Sunset For The Dead,Tommy Newport,Indie,203070
Modern Girl,Bleachers,Indie,223100
Adderall,shame,Indie,265183
Races,Barrie,Indie,133493
Weightless,Arlo Parks,Indie,242922
Flames shards goo,ML Buch,Indie,228600
Tell Me,Rahill,Indie,161360
Shadowman,Deki Alem,Indie,177680
Sinner,The Last Dinner Party,Indie,176707
hotline,bby,Indie,137404
Theatre,Etta Marcus,Indie,179037
Territory Day,Skeleten,Indie,326232
www she hot,UCHE YARA,Indie,254500
Meet you at the Graveyard,Cleffy,Indie,172137
Roommates,Malcolm Todd,Indie,214504
Come Over And Love Me,Love Spells,Indie,161266
Salad,Blondshell,Indie,274347
He Could Never Love You,Henry Morris,Indie,215000
If You Were Mine,MINOVA,Indie,218800
Races,Barrie,Indie,133493
Coffee Shop,flowerovlove,Indie,124080
The Party,Portraits Of Tracy,Indie,169466
Jaguar,Yaeger,Indie,175923
Weird,Hana Eid,Indie,216234
Salt,Teen Jesus and the Jean Teasers,Indie,187487
pink dress,Humble the Great,Indie,173329
time waits,Glitter Party,Indie,199760
Steamroller,feeble little horse,Indie,205484
Tell Me,Rahill,Indie,161360
Daddy,Nourished by Time,Indie,246626
Like a Brother,"hey, nothing",Indie,212373
The Score,Grian Chatten,Indie,161333
Celebrity Lookalikes,slimdan,Indie,212458
Astrology Poisoning,Avalon Emerson,Indie,219833
Flames shards goo,ML Buch,Indie,228600
Planes,Olive Jones,Indie,213272
Heavy Objects,Dottie Andersson,Indie,123200
Can I Talk My Shit?,Vagabon,Indie,205173
The Secret To Life,FIZZ,Indie,172101
5 to 8 Hours a Day (WWwaG),L'Rain,Indie,270875
Bath County,Wednesday,Indie,190105
I Like It,Teenage Dads,Indie,181443
from here on out,lighthearted,Indie,271421
Momentary Sweetheart,Deb Never,Indie,182400
Coming Home,Fay Wildhagen,Indie,208880
Barley,Water From Your Eyes,Indie,209021
water comes out of my eyes,moon tang,Indie,202945
My Time As a Ghostly Someone Else,R. Missing,Indie,260760
How I Love,King Tuff,Indie,288026
LOO SONG,Master Peace,Indie,147619
A Bowl of Unripe Fruit,Matilda Lyn,Indie,202686
The Cabin,Haley Blais,Indie,237547
Feet Up,My Ugly Clementine,Indie,179831
Putting On Airs,Nate Brazier,Indie,150052
Letter To Myself,Hannah Jadagu,Indie,251015
The Great American Picnic,Being Dead,Indie,136697
Thin Air,Tanukichan,Indie,214333
Big Songbirds Don't Cry,Superviolet,Indie,234500
Corner Of My Eye,The Lemon Twigs,Indie,199360
Around Around Around,chokecherry,Indie,321460
Why Are You Not Scared Yet?,Dolores Forever,Indie,154555
ifshitfuq,meg elsier,Indie,230136
blame,Babebee,Indie,160089
Census Designated,Jane Remover,Indie,360511
Millionaire,Girl Scout,Indie,214013
a stranger with my face,Karin Ann,Indie,231480
Show You Off,HONEYMOAN,Indie,174323
Why'd You Only Call Me When You're High?,Arctic Monkeys,Indie,161123
Creep,Radiohead,Indie,238640
Mr. Brightside,The Killers,Indie,222973
The Less I Know The Better,Tame Impala,Indie,216320
Everlong,Foo Fighters,Indie,250546
Pumped Up Kicks,Foster The People,Indie,239600
Little Numbers,BOY,Indie,219840
Do I Wanna Know?,Arctic Monkeys,Indie,272394
Sex on Fire,Kings of Leon,Indie,203346
Fade Into You,Mazzy Star,Indie,295600
Space Song,Beach House,Indie,320466
Karma Police,Radiohead,Indie,264066
505,Arctic Monkeys,Indie,253586
Little Talks,Of Monsters and Men,Indie,266600
The Pretender,Foo Fighters,Indie,269373
Island In The Sun,Weezer,Indie,200306
Lonely Boy,The Black Keys,Indie,193653
When You Were Young,The Killers,Indie,220426
Kids,MGMT,Indie,302840
Somewhere Only We Know,Keane,Indie,236160
Paper Planes,M.I.A.,Indie,205200
Young Folks,Peter Bjorn and John,Indie,276693
Best of You,Foo Fighters,Indie,255626
Money,The Drums,Indie,233639
Feels Like We Only Go Backwards,Tame Impala,Indie,192960
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,Indie,286293
Electric Feel,MGMT,Indie,229640
Where Is My Mind?,Pixies,Indie,229226
Human,The Killers,Indie,245373
The Look,Metronomy,Indie,277653
When The Sun Goes Down,Arctic Monkeys,Indie,202133
Float On,Modest Mouse,Indie,208466
Glory Box,Portishead,Indie,308626
Time to Pretend,MGMT,Indie,261000
Alright,Supergrass,Indie,180880
1901,Phoenix,Indie,193106
Rock the Casbah - Remastered,The Clash,Indie,222426
Skinny Love,Bon Iver,Indie,238520
All I Need,Radiohead,Indie,228746
Little Lion Man,Mumford & Sons,Indie,247002
Fluorescent Adolescent,Arctic Monkeys,Indie,173493
Here Comes Your Man,Pixies,Indie,201186
Teardrop,Massive Attack,Indie,330773
Alaska,Maggie Rogers,Indie,188000
Master of None,Beach House,Indie,199413
Two Weeks,Grizzly Bear,Indie,246213
Just like Heaven,The Cure,Indie,212000
Maps,Yeah Yeah Yeahs,Indie,219986
Blister In The Sun,Violent Femmes,Indie,145706
First Day of My Life,Bright Eyes,Indie,188877
Friday I'm in Love,The Cure,Indie,214400
Young Blood,The Naked And Famous,Indie,246600
"Steady, As She Goes",The Raconteurs,Indie,215266
My Number,Foals,Indie,238853
No One Knows,Queens of the Stone Age,Indie,278706
Mykonos,Fleet Foxes,Indie,275306
Last Nite,The Strokes,Indie,193373
Blue Orchid,The White Stripes,Indie,157560
Jerk It Out,Caesars,Indie,195666
Evil,Interpol,Indie,215826
Mountain at My Gates,Foals,Indie,244293
Bohemian Like You,The Dandy Warhols,Indie,211706
Golden Skans,Klaxons,Indie,165120
Sweet Disposition,The Temper Trap,Indie,230800
Walking On A Dream,Empire of the Sun,Indie,198440
Deceptacon,Le Tigre,Indie,184626
I Will Follow You into the Dark,Death Cab for Cutie,Indie,189186
White Gloves,Khruangbin,Indie,218306
Cannonball,The Breeders,Indie,213693
Here It Goes Again,OK Go,Indie,179813
Atlantis,Seafret,Indie,229173
Borderline,Tame Impala,Indie,237800
Confidence,Ocean Alley,Indie,253076
It's Called: Freefall,Rainbow Kitten Surprise,Indie,152293
Wildfires,SAULT,Indie,206947
Follow The Sun,Xavier Rudd,Indie,256266
Stockholmsvy,Hannes,Indie,161396
Rose Pink Cadillac,DOPE LEMON,Indie,261911
Lonely Nights,LEISURE,Indie,200093
Casita,Goth Babe,Indie,206000
WHERE WE ARE,The Lumineers,Indie,172800
Light Years,The National,Indie,213373
Change,Big Thief,Indie,295454
The Love,Dekker,Indie,158948
Unknown Song,Milky Chance,Indie,250521
The Bottom of It,Fruit Bats,Indie,181400
Can I Believe You,Fleet Foxes,Indie,244186
A.M. RADIO,The Lumineers,Indie,237320
she goes,zeck,Indie,189706
Losers,Balthazar,Indie,205680
Certainty,Big Thief,Indie,187388
Low,Chet Faker,Indie,274423
ready now,Amistat,Indie,176567
Only For A Moment,Lola Marsh,Indie,167333
Permanent Way,Charlie Cunningham,Indie,252080
Petals,Bibio,Indie,156000
Paper Thin,Lianne La Havas,Indie,298720
don't get caught up,Ziggy Alberts,Indie,218999
Sunny Afternoon,Benny Sings,Indie,171756
How Lucky,Kurt Vile,Indie,203106
Purple,Wunderhorse,Indie,202653
Static,Still Corners,Indie,235093
Stay High,Brittany Howard,Indie,191395
Days Of Lantana,Ben Howard,Indie,315040
"You Needed Love, I Needed You",Angelo De Augustine,Indie,205657
Love Is Everywhere (Beware),Wilco,Indie,213127
Seventeen Going Under - Acoustic,Sam Fender,Indie,270840
Bathroom Light,Mt. Joy,Indie,188266
Mia & Keira (Days To Come),Giant Rooks,Indie,258260
All That You Are,Bear's Den,Indie,250760
Chin Up,Yoke Lore,Indie,265213
Pretty Lady,Tash Sultana,Indie,279137
Belo Horizonte,Cari Cari,Indie,226165
Caroline,Arlo Parks,Indie,216933
Blue Eyes Forever,Charlotte OC,Indie,203076
Golden Rope,Bulgarian Cartrader,Indie,220275
Ocean Wide,JONAH,Indie,184515
Rio Grande,Freedom Fry,Indie,271593
anew,Amistat,Indie,215599
Californian Soil,London Grammar,Indie,221387
Around The Sun,Poolside,Indie,234493
Colorado - Acoustic Version,Milky Chance,Indie,175348
Out of My Head,First Aid Kit,Indie,214000
Maybe October,Dekker,Indie,164195
Old Graffiti,Bibio,Indie,208853
Sink In,Charlie Cunningham,Indie,200466
A Lingering Love,Fruit Bats,Indie,216560
Beautiful,Rhye,Indie,262533
Spiders,Bear's Den,Indie,228253
Everyone's A Winner,Flyte,Indie,209493
Green Eyes,Arlo Parks,Indie,197524
Moonlight,Future Islands,Indie,218738
Riverbank,SOHN,Indie,255970
The Barrel - Edit,Aldous Harding,Indie,219510
Chariot,SYML,Indie,200693
My Guitar is too Loud,Black Sea Dahu,Indie,202000
Same Kind of People,Bukahara,Indie,242546
My Grandma Says We Have No Future,Cari Cari,Indie,174600
This Here Island,Dekker,Indie,243498
Cartoon People,Billie Marten,Indie,213539
Le temps se fuit,Black Sea Dahu,Indie,210706
Ocean,Fruit Bats,Indie,198306
Old Bone,Wet,Indie,187120
Black & Thunder,The Paper Kites,Indie,301346
Man of the Universe,The Teskey Brothers,Indie,249693
I'm Around,The Ballroom Thieves,Indie,271854
Keep Going,This Is The Kit,Indie,399082
Hole Digger,Camel Power Club,Indie,185076
Back On 74,Jungle,Indie,209482
Seventeen Going Under,Sam Fender,Indie,297933
Living In A Haze,Milky Chance,Indie,173369
Blame Brett,The Beaches,Indie,176005
Just A Little While,The 502s,Indie,162608
Feels Right,Biig Piig,Indie,199006
All Of The Time,Jungle,Indie,182040
Sisyphus,Andrew Bird,Indie,247493
Can I Believe You,Fleet Foxes,Indie,244186
Unknown Song,Milky Chance,Indie,250521
Morning Blue,Giant Rooks,Indie,217136
Heartworks,Wingtip,Indie,159754
Strangers,Roosevelt,Indie,220726
Chaise Longue,Wet Leg,Indie,196905
Things I Thought Were Mine,Alfie Templeman,Indie,193165
Bedroom Exile,Giant Rooks,Indie,198970
Synchronize,Milky Chance,Indie,164576
Only For A Moment,Lola Marsh,Indie,167333
Little Paradise,Henry And The Waiter,Indie,175529
ich mags,JEREMIAS,Indie,161960
Something Like This,Chet Faker,Indie,198019
Free - Single Version,Parcels,Indie,219335
Colorado,Milky Chance,Indie,174347
Odyssey,Beck,Indie,226103
Mine Forever,Lord Huron,Indie,288283
Don't Let Me Down,Milky Chance,Indie,200391
Pretty Lady,Tash Sultana,Indie,279137
Get High,Chet Faker,Indie,222936
3D Feelings,Alfie Templeman,Indie,197811
Acting My Age,The Academic,Indie,222312
Easy Way Out,LEISURE,Indie,232447
ophelie,Oscar Anton,Indie,236167
Drowning,Zimmer90,Indie,174725
Around The Sun,Poolside,Indie,234493
Right There,Cassia,Indie,182480
Someone You Love,Some Sprouts,Indie,203828
Sisters,Leoniden,Indie,191169
Running Up That Hill,Georgia,Indie,188694
Can't Stop Your Lovin',Poolside,Indie,237533
See You Again,Roosevelt,Indie,262798
Crutch,Band of Horses,Indie,223053
Mister Burns,KYTES,Indie,155000
My Boy,Marlon Williams,Indie,163648
Heavy Objects,Dottie Andersson,Indie,123200
Mexico,Mighty Oaks,Indie,192109
Dice,Leoniden,Indie,181800
Small Worlds,Rayland Baxter,Indie,336506
Apart,Seed to Tree,Indie,277480
Tides,Shelter Boy,Indie,162755
Colour Me Blue,Alfie Templeman,Indie,196560
beautiful day,Henri Purnell,Indie,183836
Go Out,KYTES,Indie,154452
Waste My Life,Alice Merton,Indie,160853
Hole Digger,Camel Power Club,Indie,185076
Bleach,Luke Noa,Indie,209960
On My Mind,LEISURE,Indie,216626
Sweet Melancholy,Henry And The Waiter,Indie,178240
Adult Movies,Litany,Indie,195982
Falling Back,Roosevelt,Indie,279676
